ano,municipio,uf,sexo,area,pop
2010,Almino Afonso,RN,Mulheres,Rural,659
2010,Alto do Rodrigues,RN,Homens,Urbana,4388
2010,Alto do Rodrigues,RN,Homens,Rural,1777
2010,Alto do Rodrigues,RN,Mulheres,Urbana,4485
2010,Alto do Rodrigues,RN,Mulheres,Rural,1655
2010,Angicos,RN,Homens,Urbana,4871
2010,Angicos,RN,Homens,Rural,785
2010,Angicos,RN,Mulheres,Urbana,5214
2010,Angicos,RN,Mulheres,Rural,679
2010,Antônio Martins,RN,Homens,Urbana,1855
2010,Antônio Martins,RN,Homens,Rural,1639
2010,Antônio Martins,RN,Mulheres,Urbana,1929
2010,Antônio Martins,RN,Mulheres,Rural,1484
2010,Apodi,RN,Homens,Urbana,8428
2010,Apodi,RN,Homens,Rural,8948
2010,Apodi,RN,Mulheres,Urbana,9103
2010,Apodi,RN,Mulheres,Rural,8284
2010,Areia Branca,RN,Homens,Urbana,9801
2010,Areia Branca,RN,Homens,Rural,2544
2010,Areia Branca,RN,Mulheres,Urbana,10516
2010,Areia Branca,RN,Mulheres,Rural,2454
2010,Arês,RN,Homens,Urbana,3949
2010,Arês,RN,Homens,Rural,2461
2010,Arês,RN,Mulheres,Urbana,4120
2010,Arês,RN,Mulheres,Rural,2394
2010,Augusto Severo,RN,Homens,Urbana,2405
2010,Augusto Severo,RN,Homens,Rural,2303
2010,Augusto Severo,RN,Mulheres,Urbana,2597
2010,Augusto Severo,RN,Mulheres,Rural,1984
2010,Baía Formosa,RN,Homens,Urbana,3602
2010,Baía Formosa,RN,Homens,Rural,731
2010,Baía Formosa,RN,Mulheres,Urbana,3526
2010,Baía Formosa,RN,Mulheres,Rural,714
2010,Baraúna,RN,Homens,Urbana,7508
2010,Baraúna,RN,Homens,Rural,4763
2010,Baraúna,RN,Mulheres,Urbana,7702
2010,Baraúna,RN,Mulheres,Rural,4209
2010,Barcelona,RN,Homens,Urbana,849
2010,Barcelona,RN,Homens,Rural,1171
2010,Barcelona,RN,Mulheres,Urbana,907
2010,Barcelona,RN,Mulheres,Rural,1023
2010,Bento Fernandes,RN,Homens,Urbana,1031
2010,Bento Fernandes,RN,Homens,Rural,1599
2010,Bento Fernandes,RN,Mulheres,Urbana,1036
2010,Bento Fernandes,RN,Mulheres,Rural,1447
2010,Bodó,RN,Homens,Urbana,707
2010,Bodó,RN,Homens,Rural,553
2010,Bodó,RN,Mulheres,Urbana,686
2010,Bodó,RN,Mulheres,Rural,479
2010,Bom Jesus,RN,Homens,Urbana,3299
2010,Bom Jesus,RN,Homens,Rural,1409
2010,Bom Jesus,RN,Mulheres,Urbana,3469
2010,Bom Jesus,RN,Mulheres,Rural,1263
2010,Brejinho,RN,Homens,Urbana,4430
2010,Brejinho,RN,Homens,Rural,1370
2010,Brejinho,RN,Mulheres,Urbana,4495
2010,Brejinho,RN,Mulheres,Rural,1282
2010,Caiçara do Norte,RN,Homens,Urbana,3046
2010,Caiçara do Norte,RN,Homens,Rural,73
2010,Caiçara do Norte,RN,Mulheres,Urbana,2848
2010,Caiçara do Norte,RN,Mulheres,Rural,49
2010,Caiçara do Rio do Vento,RN,Homens,Urbana,1234
2010,Caiçara do Rio do Vento,RN,Homens,Rural,410
2010,Caiçara do Rio do Vento,RN,Mulheres,Urbana,1292
2010,Caiçara do Rio do Vento,RN,Mulheres,Rural,372
2010,Caicó,RN,Homens,Urbana,27534
2010,Caicó,RN,Homens,Rural,2839
2010,Caicó,RN,Mulheres,Urbana,29927
2010,Caicó,RN,Mulheres,Rural,2409
2010,Campo Redondo,RN,Homens,Urbana,2480
2010,Campo Redondo,RN,Homens,Rural,2624
2010,Campo Redondo,RN,Mulheres,Urbana,2717
2010,Campo Redondo,RN,Mulheres,Rural,2445
2010,Canguaretama,RN,Homens,Urbana,10034
2010,Canguaretama,RN,Homens,Rural,5438
2010,Canguaretama,RN,Mulheres,Urbana,10201
2010,Canguaretama,RN,Mulheres,Rural,5243
2010,Caraúbas,RN,Homens,Urbana,6518
2010,Caraúbas,RN,Homens,Rural,3050
2010,Caraúbas,RN,Mulheres,Urbana,7186
2010,Caraúbas,RN,Mulheres,Rural,2822
2010,Carnaúba dos Dantas,RN,Homens,Urbana,2974
2010,Carnaúba dos Dantas,RN,Homens,Rural,742
2010,Carnaúba dos Dantas,RN,Mulheres,Urbana,3054
2010,Carnaúba dos Dantas,RN,Mulheres,Rural,659
2010,Carnaubais,RN,Homens,Urbana,2330
2010,Carnaubais,RN,Homens,Rural,2566
2010,Carnaubais,RN,Mulheres,Urbana,2427
2010,Carnaubais,RN,Mulheres,Rural,2439
2010,Ceará-Mirim,RN,Homens,Urbana,16954
2010,Ceará-Mirim,RN,Homens,Rural,16793
2010,Ceará-Mirim,RN,Mulheres,Urbana,18540
2010,Ceará-Mirim,RN,Mulheres,Rural,15854
2010,Cerro Corá,RN,Homens,Urbana,2253
2010,Cerro Corá,RN,Homens,Rural,3206
2010,Cerro Corá,RN,Mulheres,Urbana,2489
2010,Cerro Corá,RN,Mulheres,Rural,2968
2010,Coronel Ezequiel,RN,Homens,Urbana,1111
2010,Coronel Ezequiel,RN,Homens,Rural,1636
2010,Coronel Ezequiel,RN,Mulheres,Urbana,1162
2010,Coronel Ezequiel,RN,Mulheres,Rural,1496
2010,Coronel João Pessoa,RN,Homens,Urbana,840
2010,Coronel João Pessoa,RN,Homens,Rural,1528
2010,Coronel João Pessoa,RN,Mulheres,Urbana,937
2010,Coronel João Pessoa,RN,Mulheres,Rural,1467
2010,Cruzeta,RN,Homens,Urbana,3135
2010,Cruzeta,RN,Homens,Rural,771
2010,Cruzeta,RN,Mulheres,Urbana,3386
2010,Cruzeta,RN,Mulheres,Rural,675
2010,Currais Novos,RN,Homens,Urbana,17819
2010,Currais Novos,RN,Homens,Rural,2554
2010,Currais Novos,RN,Mulheres,Urbana,19958
2010,Currais Novos,RN,Mulheres,Rural,2321
2010,Doutor Severiano,RN,Homens,Urbana,1367
2010,Doutor Severiano,RN,Homens,Rural,1826
2010,Doutor Severiano,RN,Mulheres,Urbana,1416
2010,Doutor Severiano,RN,Mulheres,Rural,1883
2010,Parnamirim,RN,Homens,Urbana,96995
2010,Parnamirim,RN,Homens,Rural,NA
2010,Parnamirim,RN,Mulheres,Urbana,105461
2010,Parnamirim,RN,Mulheres,Rural,NA
2010,Encanto,RN,Homens,Urbana,1023
2010,Encanto,RN,Homens,Rural,1542
2010,Encanto,RN,Mulheres,Urbana,1107
2010,Encanto,RN,Mulheres,Rural,1559
2010,Equador,RN,Homens,Urbana,2385
2010,Equador,RN,Homens,Rural,575
2010,Equador,RN,Mulheres,Urbana,2425
2010,Equador,RN,Mulheres,Rural,437
2010,Espírito Santo,RN,Homens,Urbana,2503
2010,Espírito Santo,RN,Homens,Rural,2816
2010,Espírito Santo,RN,Mulheres,Urbana,2497
2010,Espírito Santo,RN,Mulheres,Rural,2659
2010,Extremoz,RN,Homens,Urbana,7728
2010,Extremoz,RN,Homens,Rural,4467
2010,Extremoz,RN,Mulheres,Urbana,8041
2010,Extremoz,RN,Mulheres,Rural,4333
2010,Felipe Guerra,RN,Homens,Urbana,1908
2010,Felipe Guerra,RN,Homens,Rural,961
2010,Felipe Guerra,RN,Mulheres,Urbana,1967
2010,Felipe Guerra,RN,Mulheres,Rural,898
2010,Fernando Pedroza,RN,Homens,Urbana,1220
2010,Fernando Pedroza,RN,Homens,Rural,236
2010,Fernando Pedroza,RN,Mulheres,Urbana,1217
2010,Fernando Pedroza,RN,Mulheres,Rural,181
2010,Florânia,RN,Homens,Urbana,3330
2010,Florânia,RN,Homens,Rural,1162
2010,Florânia,RN,Mulheres,Urbana,3527
2010,Florânia,RN,Mulheres,Rural,940
2010,Francisco Dantas,RN,Homens,Urbana,793
2010,Francisco Dantas,RN,Homens,Rural,664
2010,Francisco Dantas,RN,Mulheres,Urbana,854
2010,Francisco Dantas,RN,Mulheres,Rural,563
2010,Frutuoso Gomes,RN,Homens,Urbana,1315
2010,Frutuoso Gomes,RN,Homens,Rural,757
2010,Frutuoso Gomes,RN,Mulheres,Urbana,1497
2010,Frutuoso Gomes,RN,Mulheres,Rural,664
2010,Galinhos,RN,Homens,Urbana,628
2010,Galinhos,RN,Homens,Rural,487
2010,Galinhos,RN,Mulheres,Urbana,610
2010,Galinhos,RN,Mulheres,Rural,434
2010,Goianinha,RN,Homens,Urbana,7588
2010,Goianinha,RN,Homens,Rural,3614
2010,Goianinha,RN,Mulheres,Urbana,7889
2010,Goianinha,RN,Mulheres,Rural,3390
2010,Governador Dix-Sept Rosado,RN,Homens,Urbana,3354
2010,Governador Dix-Sept Rosado,RN,Homens,Rural,2964
2010,Governador Dix-Sept Rosado,RN,Mulheres,Urbana,3452
2010,Governador Dix-Sept Rosado,RN,Mulheres,Rural,2604
2010,Grossos,RN,Homens,Urbana,3552
2010,Grossos,RN,Homens,Rural,1210
2010,Grossos,RN,Mulheres,Urbana,3487
2010,Grossos,RN,Mulheres,Rural,1144
2010,Guamaré,RN,Homens,Urbana,2189
2010,Guamaré,RN,Homens,Rural,4034
2010,Guamaré,RN,Mulheres,Urbana,2218
2010,Guamaré,RN,Mulheres,Rural,3963
2010,Ielmo Marinho,RN,Homens,Urbana,769
2010,Ielmo Marinho,RN,Homens,Rural,5507
2010,Ielmo Marinho,RN,Mulheres,Urbana,777
2010,Ielmo Marinho,RN,Mulheres,Rural,5118
2010,Ipanguaçu,RN,Homens,Urbana,2642
2010,Ipanguaçu,RN,Homens,Rural,4360
2010,Ipanguaçu,RN,Mulheres,Urbana,2741
2010,Ipanguaçu,RN,Mulheres,Rural,4113
2010,Ipueira,RN,Homens,Urbana,925
2010,Ipueira,RN,Homens,Rural,113
2010,Ipueira,RN,Mulheres,Urbana,964
2010,Ipueira,RN,Mulheres,Rural,75
2010,Itajá,RN,Homens,Urbana,2871
2010,Itajá,RN,Homens,Rural,672
2010,Itajá,RN,Mulheres,Urbana,2830
2010,Itajá,RN,Mulheres,Rural,559
2010,Itaú,RN,Homens,Urbana,2352
2010,Itaú,RN,Homens,Rural,389
2010,Itaú,RN,Mulheres,Urbana,2437
2010,Itaú,RN,Mulheres,Rural,386
2010,Jaçanã,RN,Homens,Urbana,2586
2010,Jaçanã,RN,Homens,Rural,1349
2010,Jaçanã,RN,Mulheres,Urbana,2747
2010,Jaçanã,RN,Mulheres,Rural,1243
2010,Jandaíra,RN,Homens,Urbana,1999
2010,Jandaíra,RN,Homens,Rural,1515
2010,Jandaíra,RN,Mulheres,Urbana,1955
2010,Jandaíra,RN,Mulheres,Rural,1332
2010,Janduís,RN,Homens,Urbana,1925
2010,Janduís,RN,Homens,Rural,725
2010,Janduís,RN,Mulheres,Urbana,2067
2010,Janduís,RN,Mulheres,Rural,628
2010,Januário Cicco,RN,Homens,Urbana,1582
2010,Januário Cicco,RN,Homens,Rural,3055
2010,Januário Cicco,RN,Mulheres,Urbana,1627
2010,Januário Cicco,RN,Mulheres,Rural,2747
2010,Japi,RN,Homens,Urbana,2086
2010,Japi,RN,Homens,Rural,720
2010,Japi,RN,Mulheres,Urbana,2021
2010,Japi,RN,Mulheres,Rural,695
2010,Jardim de Angicos,RN,Homens,Urbana,215
2010,Jardim de Angicos,RN,Homens,Rural,1138
2010,Jardim de Angicos,RN,Mulheres,Urbana,218
2010,Jardim de Angicos,RN,Mulheres,Rural,1036
2010,Jardim de Piranhas,RN,Homens,Urbana,5157
2010,Jardim de Piranhas,RN,Homens,Rural,1567
2010,Jardim de Piranhas,RN,Mulheres,Urbana,5439
2010,Jardim de Piranhas,RN,Mulheres,Rural,1343
2010,Jardim do Seridó,RN,Homens,Urbana,4699
2010,Jardim do Seridó,RN,Homens,Rural,1187
2010,Jardim do Seridó,RN,Mulheres,Urbana,5136
2010,Jardim do Seridó,RN,Mulheres,Rural,1091
2010,João Câmara,RN,Homens,Urbana,10966
2010,João Câmara,RN,Homens,Rural,5076
2010,João Câmara,RN,Mulheres,Urbana,11691
2010,João Câmara,RN,Mulheres,Rural,4494
2010,João Dias,RN,Homens,Urbana,578
2010,João Dias,RN,Homens,Rural,703
2010,João Dias,RN,Mulheres,Urbana,588
2010,João Dias,RN,Mulheres,Rural,732
2010,José da Penha,RN,Homens,Urbana,1644
2010,José da Penha,RN,Homens,Rural,1178
2010,José da Penha,RN,Mulheres,Urbana,1898
2010,José da Penha,RN,Mulheres,Rural,1148
2010,Jucurutu,RN,Homens,Urbana,5088
2010,Jucurutu,RN,Homens,Rural,3781
2010,Jucurutu,RN,Mulheres,Urbana,5479
2010,Jucurutu,RN,Mulheres,Rural,3344
2010,Jundiá,RN,Homens,Urbana,491
2010,Jundiá,RN,Homens,Rural,1387
2010,Jundiá,RN,Mulheres,Urbana,469
2010,Jundiá,RN,Mulheres,Rural,1235
2010,Lagoa d'Anta,RN,Homens,Urbana,1965
2010,Lagoa d'Anta,RN,Homens,Rural,1167
2010,Lagoa d'Anta,RN,Mulheres,Urbana,2017
2010,Lagoa d'Anta,RN,Mulheres,Rural,1078
2010,Lagoa de Pedras,RN,Homens,Urbana,1115
2010,Lagoa de Pedras,RN,Homens,Rural,2450
2010,Lagoa de Pedras,RN,Mulheres,Urbana,1122
2010,Lagoa de Pedras,RN,Mulheres,Rural,2302
2010,Lagoa de Velhos,RN,Homens,Urbana,907
2010,Lagoa de Velhos,RN,Homens,Rural,460
2010,Lagoa de Velhos,RN,Mulheres,Urbana,886
2010,Lagoa de Velhos,RN,Mulheres,Rural,415
2010,Lagoa Nova,RN,Homens,Urbana,3295
2010,Lagoa Nova,RN,Homens,Rural,3629
2010,Lagoa Nova,RN,Mulheres,Urbana,3506
2010,Lagoa Nova,RN,Mulheres,Rural,3553
2010,Lagoa Salgada,RN,Homens,Urbana,2464
2010,Lagoa Salgada,RN,Homens,Rural,1336
2010,Lagoa Salgada,RN,Mulheres,Urbana,2541
2010,Lagoa Salgada,RN,Mulheres,Rural,1223
2010,Lajes,RN,Homens,Urbana,3901
2010,Lajes,RN,Homens,Rural,1263
2010,Lajes,RN,Mulheres,Urbana,4167
2010,Lajes,RN,Mulheres,Rural,1050
2010,Lajes Pintadas,RN,Homens,Urbana,1161
2010,Lajes Pintadas,RN,Homens,Rural,1187
2010,Lajes Pintadas,RN,Mulheres,Urbana,1229
2010,Lajes Pintadas,RN,Mulheres,Rural,1035
2010,Lucrécia,RN,Homens,Urbana,1137
2010,Lucrécia,RN,Homens,Rural,692
2010,Lucrécia,RN,Mulheres,Urbana,1143
2010,Lucrécia,RN,Mulheres,Rural,661
2010,Luís Gomes,RN,Homens,Urbana,3186
2010,Luís Gomes,RN,Homens,Rural,1537
2010,Luís Gomes,RN,Mulheres,Urbana,3500
2010,Luís Gomes,RN,Mulheres,Rural,1387
2010,Macaíba,RN,Homens,Urbana,20685
2010,Macaíba,RN,Homens,Rural,13749
2010,Macaíba,RN,Mulheres,Urbana,21946
2010,Macaíba,RN,Mulheres,Rural,13087
2010,Macau,RN,Homens,Urbana,10573
2010,Macau,RN,Homens,Rural,3609
2010,Macau,RN,Mulheres,Urbana,11393
2010,Macau,RN,Mulheres,Rural,3379
2010,Major Sales,RN,Homens,Urbana,1420
2010,Major Sales,RN,Homens,Rural,329
2010,Major Sales,RN,Mulheres,Urbana,1480
2010,Major Sales,RN,Mulheres,Rural,307
2010,Marcelino Vieira,RN,Homens,Urbana,2331
2010,Marcelino Vieira,RN,Homens,Rural,1733
2010,Marcelino Vieira,RN,Mulheres,Urbana,2563
2010,Marcelino Vieira,RN,Mulheres,Rural,1638
2010,Martins,RN,Homens,Urbana,2444
2010,Martins,RN,Homens,Rural,1599
2010,Martins,RN,Mulheres,Urbana,2592
2010,Martins,RN,Mulheres,Rural,1583
2010,Maxaranguape,RN,Homens,Urbana,1958
2010,Maxaranguape,RN,Homens,Rural,3392
2010,Maxaranguape,RN,Mulheres,Urbana,1931
2010,Maxaranguape,RN,Mulheres,Rural,3160
2010,Messias Targino,RN,Homens,Urbana,1810
2010,Messias Targino,RN,Homens,Rural,309
2010,Messias Targino,RN,Mulheres,Urbana,1828
2010,Messias Targino,RN,Mulheres,Rural,241
2010,Montanhas,RN,Homens,Urbana,4332
2010,Montanhas,RN,Homens,Rural,1333
2010,Montanhas,RN,Mulheres,Urbana,4538
2010,Montanhas,RN,Mulheres,Rural,1210
2010,Monte Alegre,RN,Homens,Urbana,4365
2010,Monte Alegre,RN,Homens,Rural,5910
2010,Monte Alegre,RN,Mulheres,Urbana,4637
2010,Monte Alegre,RN,Mulheres,Rural,5773
2010,Monte das Gameleiras,RN,Homens,Urbana,628
2010,Monte das Gameleiras,RN,Homens,Rural,526
2010,Monte das Gameleiras,RN,Mulheres,Urbana,655
2010,Monte das Gameleiras,RN,Mulheres,Rural,452
2010,Mossoró,RN,Homens,Urbana,113580
2010,Mossoró,RN,Homens,Rural,12167
2010,Mossoró,RN,Mulheres,Urbana,123661
2010,Mossoró,RN,Mulheres,Rural,10407
2010,Natal,RN,Homens,Urbana,377947
2010,Natal,RN,Homens,Rural,NA
2010,Natal,RN,Mulheres,Urbana,425792
2010,Natal,RN,Mulheres,Rural,NA
2010,Nísia Floresta,RN,Homens,Urbana,4642
2010,Nísia Floresta,RN,Homens,Rural,7646
2010,Nísia Floresta,RN,Mulheres,Urbana,4738
2010,Nísia Floresta,RN,Mulheres,Rural,6758
2010,Nova Cruz,RN,Homens,Urbana,11804
2010,Nova Cruz,RN,Homens,Rural,5695
2010,Nova Cruz,RN,Mulheres,Urbana,12576
2010,Nova Cruz,RN,Mulheres,Rural,5415
2010,Olho d'Água do Borges,RN,Homens,Urbana,1618
2010,Olho d'Água do Borges,RN,Homens,Rural,593
2010,Olho d'Água do Borges,RN,Mulheres,Urbana,1622
2010,Olho d'Água do Borges,RN,Mulheres,Rural,462
2010,Ouro Branco,RN,Homens,Urbana,1591
2010,Ouro Branco,RN,Homens,Rural,763
2010,Ouro Branco,RN,Mulheres,Urbana,1667
2010,Ouro Branco,RN,Mulheres,Rural,678
2010,Paraná,RN,Homens,Urbana,415
2010,Paraná,RN,Homens,Rural,1626
2010,Paraná,RN,Mulheres,Urbana,406
2010,Paraná,RN,Mulheres,Rural,1505
2010,Paraú,RN,Homens,Urbana,1637
2010,Paraú,RN,Homens,Rural,288
2010,Paraú,RN,Mulheres,Urbana,1698
2010,Paraú,RN,Mulheres,Rural,236
2010,Parazinho,RN,Homens,Urbana,1533
2010,Parazinho,RN,Homens,Rural,901
2010,Parazinho,RN,Mulheres,Urbana,1604
2010,Parazinho,RN,Mulheres,Rural,807
2010,Parelhas,RN,Homens,Urbana,8292
2010,Parelhas,RN,Homens,Rural,1669
2010,Parelhas,RN,Mulheres,Urbana,8792
2010,Parelhas,RN,Mulheres,Rural,1601
2010,Rio do Fogo,RN,Homens,Urbana,1930
2010,Rio do Fogo,RN,Homens,Rural,3204
2010,Rio do Fogo,RN,Mulheres,Urbana,1818
2010,Rio do Fogo,RN,Mulheres,Rural,3107
2010,Passa e Fica,RN,Homens,Urbana,3306
2010,Passa e Fica,RN,Homens,Rural,2202
2010,Passa e Fica,RN,Mulheres,Urbana,3449
2010,Passa e Fica,RN,Mulheres,Rural,2143
2010,Passagem,RN,Homens,Urbana,583
2010,Passagem,RN,Homens,Rural,871
2010,Passagem,RN,Mulheres,Urbana,608
2010,Passagem,RN,Mulheres,Rural,833
2010,Patu,RN,Homens,Urbana,4910
2010,Patu,RN,Homens,Rural,976
2010,Patu,RN,Mulheres,Urbana,5249
2010,Patu,RN,Mulheres,Rural,829
2010,Santa Maria,RN,Homens,Urbana,1534
2010,Santa Maria,RN,Homens,Rural,885
2010,Santa Maria,RN,Mulheres,Urbana,1517
2010,Santa Maria,RN,Mulheres,Rural,826
2010,Pau dos Ferros,RN,Homens,Urbana,12346
2010,Pau dos Ferros,RN,Homens,Rural,1170
2010,Pau dos Ferros,RN,Mulheres,Urbana,13205
2010,Pau dos Ferros,RN,Mulheres,Rural,1024
2010,Pedra Grande,RN,Homens,Urbana,544
2010,Pedra Grande,RN,Homens,Rural,1228
2010,Pedra Grande,RN,Mulheres,Urbana,617
2010,Pedra Grande,RN,Mulheres,Rural,1132
2010,Pedra Preta,RN,Homens,Urbana,489
2010,Pedra Preta,RN,Homens,Rural,851
2010,Pedra Preta,RN,Mulheres,Urbana,501
2010,Pedra Preta,RN,Mulheres,Rural,749
2010,Pedro Avelino,RN,Homens,Urbana,2044
2010,Pedro Avelino,RN,Homens,Rural,1647
2010,Pedro Avelino,RN,Mulheres,Urbana,2076
2010,Pedro Avelino,RN,Mulheres,Rural,1404
2010,Pedro Velho,RN,Homens,Urbana,3605
2010,Pedro Velho,RN,Homens,Rural,3555
2010,Pedro Velho,RN,Mulheres,Urbana,3643
2010,Pedro Velho,RN,Mulheres,Rural,3311
2010,Pendências,RN,Homens,Urbana,5237
2010,Pendências,RN,Homens,Rural,1456
2010,Pendências,RN,Mulheres,Urbana,5337
2010,Pendências,RN,Mulheres,Rural,1402
2010,Pilões,RN,Homens,Urbana,1247
2010,Pilões,RN,Homens,Rural,482
2010,Pilões,RN,Mulheres,Urbana,1286
2010,Pilões,RN,Mulheres,Rural,438
2010,Poço Branco,RN,Homens,Urbana,3693
2010,Poço Branco,RN,Homens,Rural,3364
2010,Poço Branco,RN,Mulheres,Urbana,3724
2010,Poço Branco,RN,Mulheres,Rural,3168
2010,Portalegre,RN,Homens,Urbana,1791
2010,Portalegre,RN,Homens,Rural,1794
2010,Portalegre,RN,Mulheres,Urbana,2052
2010,Portalegre,RN,Mulheres,Rural,1683
2010,Porto do Mangue,RN,Homens,Urbana,1551
2010,Porto do Mangue,RN,Homens,Rural,1179
2010,Porto do Mangue,RN,Mulheres,Urbana,1476
2010,Porto do Mangue,RN,Mulheres,Rural,1011
2010,Serra Caiada,RN,Homens,Urbana,2628
2010,Serra Caiada,RN,Homens,Rural,1843
2010,Serra Caiada,RN,Mulheres,Urbana,2685
2010,Serra Caiada,RN,Mulheres,Rural,1612
2010,Pureza,RN,Homens,Urbana,1432
2010,Pureza,RN,Homens,Rural,2845
2010,Pureza,RN,Mulheres,Urbana,1564
2010,Pureza,RN,Mulheres,Rural,2583
2010,Rafael Fernandes,RN,Homens,Urbana,1319
2010,Rafael Fernandes,RN,Homens,Rural,1009
2010,Rafael Fernandes,RN,Mulheres,Urbana,1390
2010,Rafael Fernandes,RN,Mulheres,Rural,974
2010,Rafael Godeiro,RN,Homens,Urbana,961
2010,Rafael Godeiro,RN,Homens,Rural,576
2010,Rafael Godeiro,RN,Mulheres,Urbana,972
2010,Rafael Godeiro,RN,Mulheres,Rural,554
2010,Riacho da Cruz,RN,Homens,Urbana,1347
2010,Riacho da Cruz,RN,Homens,Rural,270
2010,Riacho da Cruz,RN,Mulheres,Urbana,1327
2010,Riacho da Cruz,RN,Mulheres,Rural,221
2010,Riacho de Santana,RN,Homens,Urbana,825
2010,Riacho de Santana,RN,Homens,Rural,1248
2010,Riacho de Santana,RN,Mulheres,Urbana,885
2010,Riacho de Santana,RN,Mulheres,Rural,1198
2010,Riachuelo,RN,Homens,Urbana,2113
2010,Riachuelo,RN,Homens,Rural,1447
2010,Riachuelo,RN,Mulheres,Urbana,2229
2010,Riachuelo,RN,Mulheres,Rural,1278
2010,Rodolfo Fernandes,RN,Homens,Urbana,1806
2010,Rodolfo Fernandes,RN,Homens,Rural,367
2010,Rodolfo Fernandes,RN,Mulheres,Urbana,1928
2010,Rodolfo Fernandes,RN,Mulheres,Rural,317
2010,Tibau,RN,Homens,Urbana,1412
2010,Tibau,RN,Homens,Rural,435
2010,Tibau,RN,Mulheres,Urbana,1423
2010,Tibau,RN,Mulheres,Rural,417
2010,Ruy Barbosa,RN,Homens,Urbana,853
2010,Ruy Barbosa,RN,Homens,Rural,982
2010,Ruy Barbosa,RN,Mulheres,Urbana,883
2010,Ruy Barbosa,RN,Mulheres,Rural,877
2010,Santa Cruz,RN,Homens,Urbana,14717
2010,Santa Cruz,RN,Homens,Rural,2755
2010,Santa Cruz,RN,Mulheres,Urbana,15782
2010,Santa Cruz,RN,Mulheres,Rural,2543
2010,Santana do Matos,RN,Homens,Urbana,3265
2010,Santana do Matos,RN,Homens,Rural,3604
2010,Santana do Matos,RN,Mulheres,Urbana,3630
2010,Santana do Matos,RN,Mulheres,Rural,3310
2010,Santana do Seridó,RN,Homens,Urbana,808
2010,Santana do Seridó,RN,Homens,Rural,459
2010,Santana do Seridó,RN,Mulheres,Urbana,845
2010,Santana do Seridó,RN,Mulheres,Rural,414
2010,Santo Antônio,RN,Homens,Urbana,6967
2010,Santo Antônio,RN,Homens,Rural,4132
2010,Santo Antônio,RN,Mulheres,Urbana,7313
2010,Santo Antônio,RN,Mulheres,Rural,3804
2010,São Bento do Norte,RN,Homens,Urbana,507
2010,São Bento do Norte,RN,Homens,Rural,1017
2010,São Bento do Norte,RN,Mulheres,Urbana,531
2010,São Bento do Norte,RN,Mulheres,Rural,920
2010,São Bento do Trairí,RN,Homens,Urbana,899
2010,São Bento do Trairí,RN,Homens,Rural,1041
2010,São Bento do Trairí,RN,Mulheres,Urbana,985
2010,São Bento do Trairí,RN,Mulheres,Rural,980
2010,São Fernando,RN,Homens,Urbana,1109
2010,São Fernando,RN,Homens,Rural,628
2010,São Fernando,RN,Mulheres,Urbana,1188
2010,São Fernando,RN,Mulheres,Rural,476
2010,São Francisco do Oeste,RN,Homens,Urbana,1462
2010,São Francisco do Oeste,RN,Homens,Rural,483
2010,São Francisco do Oeste,RN,Mulheres,Urbana,1486
2010,São Francisco do Oeste,RN,Mulheres,Rural,443
2010,São Gonçalo do Amarante,RN,Homens,Urbana,36290
2010,São Gonçalo do Amarante,RN,Homens,Rural,6889
2010,São Gonçalo do Amarante,RN,Mulheres,Urbana,37809
2010,São Gonçalo do Amarante,RN,Mulheres,Rural,6680
2010,São João do Sabugi,RN,Homens,Urbana,2268
2010,São João do Sabugi,RN,Homens,Rural,655
2010,São João do Sabugi,RN,Mulheres,Urbana,2488
2010,São João do Sabugi,RN,Mulheres,Rural,511
2010,São José de Mipibu,RN,Homens,Urbana,8834
2010,São José de Mipibu,RN,Homens,Rural,11010
2010,São José de Mipibu,RN,Mulheres,Urbana,9398
2010,São José de Mipibu,RN,Mulheres,Rural,10534
2010,São José do Campestre,RN,Homens,Urbana,5038
2010,São José do Campestre,RN,Homens,Rural,1112
2010,São José do Campestre,RN,Mulheres,Urbana,5234
2010,São José do Campestre,RN,Mulheres,Rural,972
2010,São José do Seridó,RN,Homens,Urbana,1628
2010,São José do Seridó,RN,Homens,Rural,494
2010,São José do Seridó,RN,Mulheres,Urbana,1674
2010,São José do Seridó,RN,Mulheres,Rural,435
2010,São Miguel,RN,Homens,Urbana,6788
2010,São Miguel,RN,Homens,Rural,3784
2010,São Miguel,RN,Mulheres,Urbana,7712
2010,São Miguel,RN,Mulheres,Rural,3873
2010,São Miguel do Gostoso,RN,Homens,Urbana,2098
2010,São Miguel do Gostoso,RN,Homens,Rural,2376
2010,São Miguel do Gostoso,RN,Mulheres,Urbana,2033
2010,São Miguel do Gostoso,RN,Mulheres,Rural,2163
2010,São Paulo do Potengi,RN,Homens,Urbana,5517
2010,São Paulo do Potengi,RN,Homens,Rural,2307
2010,São Paulo do Potengi,RN,Mulheres,Urbana,5951
2010,São Paulo do Potengi,RN,Mulheres,Rural,2068
2010,São Pedro,RN,Homens,Urbana,1708
2010,São Pedro,RN,Homens,Rural,1464
2010,São Pedro,RN,Mulheres,Urbana,1786
2010,São Pedro,RN,Mulheres,Rural,1277
2010,São Rafael,RN,Homens,Urbana,2771
2010,São Rafael,RN,Homens,Rural,1359
2010,São Rafael,RN,Mulheres,Urbana,2767
2010,São Rafael,RN,Mulheres,Rural,1214
